全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
122033,,市川市,曽谷小学校,ｿﾔｼｮｳｶﾞｯｺｳ,,,,千葉県市川市曽谷7丁目18-1,千葉県,市川市,曽谷7丁目,1月18日,,35.74690477,139.9268295,,,職員室前,(047)371-7888,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,曽谷保育園,ｿﾔﾎｲｸｴﾝ,,,,千葉県市川市曽谷7丁目28-15,千葉県,市川市,曽谷7丁目,28-15,,35.74844845,139.9259445,,,玄関,(047)373-5530,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,東国分中学校,ﾋｶﾞｼｺｸﾌﾞﾝﾁｭｳｶﾞｯｺｳ,,,,千葉県市川市東国分3丁目5-1,千葉県,市川市,東国分3丁目,5月1日,,35.74889297,139.9227638,,,職員玄関,(047)371-5963,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,西部公民館,ｾｲﾌﾞｺｳﾐﾝｶﾝ,,,,千葉県市川市中国分2丁目13-8,千葉県,市川市,中国分2丁目,8月13日,,35.74934744,139.9133309,,,正面玄関,(047)373-8175,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,明松園,ﾒｲｼｮｳｴﾝ,,,,千葉県市川市中国分2丁目17-21,千葉県,市川市,中国分2丁目,17-21,,35.75015031,139.9131221,,,事務室ｶｳﾝﾀ-,(047)372-9017,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,大柏小学校,ｵｵｶﾞｼﾜｼｮｳｶﾞｯｺｳ,,,,千葉県市川市大野町2丁目1877,千葉県,市川市,大野町2丁目,1877,,35.75035095,139.9538418,,,職員室前,(047)337-8141,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,市川市北消防署,ｲﾁｶﾜｼｷﾀｼｮｳﾎﾞｳｼｮ,,,,千葉県市川市大野町4丁目2163-1,千葉県,市川市,大野町4丁目,Jan-63,,35.75117195,139.9602701,,,1階受付,(047)338-0119,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,万葉植物園,ﾏﾝﾖｳｼｮｸﾌﾞﾂｴﾝ,,,,千葉県市川市大野町2丁目1857,千葉県,市川市,大野町2丁目,1857,,35.75319961,139.9527259,,,事務所内,(047)337-9866,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,第五中学校,ﾀﾞｲｺﾞﾁｭｳｶﾞｯｺｳ,,,,千葉県市川市大野町3丁目1993,千葉県,市川市,大野町3丁目,1993,,35.75298163,139.9568837,,,職員室前,(047)337-8344,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,国府台小学校,ｺｳﾉﾀﾞｲｼｮｳｶﾞｯｺｳ,,,,千葉県市川市国府台5丁目25-4,千葉県,市川市,国府台5丁目,4月25日,,35.7535364,139.9030248,,,職員室前,(047)372-4672,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,中国分小学校,ﾅｶｺｸﾌﾞﾝｼｮｳｶﾞｯｺｳ,,,,千葉県市川市中国分1丁目22-1,千葉県,市川市,中国分1丁目,1月22日,,35.75367233,139.9158675,,,職員室前,(047)371-7886,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,J:COM北市川ｽﾎﾟｰﾂﾊﾟｰｸ,ｼﾞｪｲｺﾑｷﾀｲﾁｶﾜｽﾎﾟｰﾂﾊﾟｰｸ,,,,千葉県市川市柏井町4丁目277-1,千葉県,市川市,柏井町4丁目,277-1,,35.75351937,139.9670079,,,管理棟内,(047)337-1810,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,須和田の丘特別支援学校稲越校舎,ｽﾜﾀﾞﾉｵｶﾄｸﾍﾞﾂｼｴﾝｶﾞｯｺｳｲﾅｺﾞｼｺｳｼｬ,,,,千葉県市川市稲越町518-2,千葉県,市川市,稲越町,518-2,,35.75417469,139.9242707,,,保健室前,(047)373-9000,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,稲越小学校,ｲﾅｺﾞｼｼｮｳｶﾞｯｺｳ,,,,千葉県市川市稲越町518-2,千葉県,市川市,稲越町,518-2,,35.75415177,139.9239772,,,2階保健室前,(047)373-8401,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,霊園,ﾚｲｴﾝ,,,,千葉県市川市大野町4丁目2481,千葉県,市川市,大野町4丁目,2481,,35.75735927,139.9706025,,,事務室入口正面,(047)337-5696,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,大野地域ふれあい館,ｵｵﾉﾁｲｷﾌﾚｱｲｶﾝ,,,,千葉県市川市大野町3丁目1625-1,千葉県,市川市,大野町3丁目,1625-1,,35.75800884,139.9554341,,,玄関正面,(047)338-3754,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,いきいきｾﾝﾀ-北国分,ｲｷｲｷｾﾝﾀ-ｷﾀｺｸﾌﾞﾝ,,,,千葉県市川市北国分1丁目12-32,千葉県,市川市,北国分1丁目,12-32,,35.7588551,139.9035448,,,1階活動室内壁面,(047)377-2167,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,市川歴史博物館,ｲﾁｶﾜﾚｷｼﾊｸﾌﾞﾂｶﾝ,,,,千葉県市川市堀之内2丁目27-1,千葉県,市川市,堀之内2丁目,1月27日,,35.75983413,139.9115302,,,歴史博物館事務室前,(047)373-6351,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,市川市斎場,ｲﾁｶﾜｼｻｲｼﾞｮｳ,,,,千葉県市川市大野町4丁目2610-1,千葉県,市川市,大野町4丁目,Jan-10,,35.76191297,139.9714241,,,事務室入口正面,(047)338-2941,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,動植物園,ﾄﾞｳｼｮｸﾌﾞﾂｴﾝ,,,,千葉県市川市大町284-1,千葉県,市川市,大町,284-1,,35.7642707,139.9659541,,,事務室,(047)338-1960,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,少年自然の家,ｼｮｳﾈﾝｼｾﾞﾝﾉｲｴ,,,,千葉県市川市大町280-4,千葉県,市川市,大町,280-4,,35.76603089,139.9662272,,,事務室内,(047)337-0533,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,観賞植物園,ｶﾝｼｮｳｼｮｸﾌﾞﾂｴﾝ,,,,千葉県市川市大町213-11,千葉県,市川市,大町,213-11,,35.76845712,139.9704539,,,事務室,(047)339-4411,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,大町小学校,ｵｵﾏﾁｼｮｳｶﾞｯｺｳ,,,,千葉県市川市大町84-10,千葉県,市川市,大町,Oct-84,,35.7718004,139.9570515,,,保健室前,(047)337-3610,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,市役所第一庁舎,ｼﾔｸｼｮﾀﾞｲｲﾁﾁｮｳｼｬ,,,,千葉県市川市八幡1丁目1-1,千葉県,市川市,八幡1丁目,1月1日,,35.72179702,139.9310206,,,1階守衛室内,(047)712-8647,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,市役所第二庁舎分館,ｼﾔｸｼｮﾀﾞｲﾆﾁｮｳｼｬﾌﾞﾝｶﾝ,,,,千葉県市川市南八幡2丁目17-7,千葉県,市川市,南八幡2丁目,7月17日,,35.71397267,139.9287259,,,２階技術管理課,(047)704-0058,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,行徳ふれあい伝承館,ｷﾞｮｳﾄｸﾌﾚｱｲﾃﾞﾝｼｮｳｶﾝ,,,,千葉県市川市本行徳35-7,千葉県,市川市,本行徳,Jul-35,,35.6904387,139.9154706,,,事務室内,(047)314-8177,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,市川考古博物館,ｲﾁｶﾜｺｳｺﾊｸﾌﾞﾂｶﾝ,,,,千葉県市川市堀之内2丁目26-1,千葉県,市川市,堀之内2丁目,1月26日,,35.7590073,139.9120419,,,考古博物館ロビー前,(047)373-2202,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,行徳野鳥観察舎あいねすと,ｷﾞｮｳﾄｸﾔﾁｮｳｶﾝｻﾂｼｬｱｲﾈｽﾄ,,,,千葉県市川市福栄4丁目22-11,千葉県,市川市,福栄4丁目,11月22日,,35.66853221,139.9157757,,,玄関正面,(047)702-8045,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,ぴあぱーく妙典,ﾋﾟｱﾊﾟｰｸﾐｮｳﾃﾞﾝ,,,,千葉県市川市下妙典941-3,,市川市,下妙典,941-3,,35.687657,139.935535,,,公園管理棟内,(047)712-6367,,,,,,,,,,,,,,,,,,,
122033,,市川市,第一中学校　院内学級,ﾀﾞｲｲﾁﾁｭｳｶﾞｯｺｳ ｲﾝﾅｲｶﾞｯｷｭｳ,,,,千葉県市川市国府台1‐7‐5,,市川市,国府台1丁目,7‐5,,35.74511,139.90751,,,職員室,(047)372-7850,,,,,,,,,,,,,,,,,,,
122033,,市川市,小塚山公園,ｺﾂﾞｶﾔﾏｺｳｴﾝ,,,,千葉県市川市北国分3丁目2,千葉県,市川市,北国分3丁目,2,,35.75863185,139.907351,,,【屋外】トイレ外壁,(047)712-6367,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,八幡市民交流館ニコット,ﾔﾜﾀｼﾐﾝｺｳﾘｭｳｶﾝﾆｺｯﾄ,,,,千葉県市川市八幡4丁目2-1,千葉県,市川市,八幡4丁目,2月1日,,35.72351021,139.9302402,,,1階玄関ホール左側,(047)321-6264,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,国府台スタジアム,ｺｳﾉﾀﾞｲｽﾀｼﾞｱﾑ,,,,千葉県市川市国府台1丁目6-4,千葉県,市川市,国府台1丁目,6月4日,,35.74423849,139.906473,,,正面入口管理人室前,(047)373-3111,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,,,,,,
122033,,市川市,セブンイレブン市川二俣一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾌﾀﾏﾀｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市二俣1丁目13-1,千葉県,市川市,二俣1丁目,1月13日,,35.705434,139.952601,,,店舗内,(047)328-1257,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川妙典二丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐｮｳﾃﾞﾝﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市妙典2丁目16-3,千葉県,市川市,妙典2丁目,3月16日,,35.69520231,139.9273196,,,店舗内,(047)395-4778,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川鬼高三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｵﾆﾀｶｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市鬼高3丁目12-32,千葉県,市川市,鬼高3丁目,12-32,,35.709581,139.938737,,,店舗内,(047)370-3575,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン鬼越駅前店,ｾﾌﾞﾝｲﾚﾌﾞﾝｵﾆｺﾞｴｴｷﾏｴﾃﾝ,,,,千葉県市川市鬼越1丁目4-4,千葉県,市川市,鬼越1丁目,4月4日,,35.719878,139.937147,,,店舗内,(047)335-3833,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川塩焼店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｼｵﾔｷﾃﾝ,,,,千葉県市川市塩焼1丁目10-7,千葉県,市川市,塩焼1丁目,10月7日,,35.687995,139.93071,,,店舗内,(047)395-6281,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川宝店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾀｶﾗﾃﾝ,,,,千葉県市川市宝2丁目10-14,千葉県,市川市,宝2丁目,10月14日,,35.68062227,139.9221635,,,店舗内,(047)396-5454,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川田尻一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾀｼﾞﾘｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市田尻1丁目10-14,千葉県,市川市,田尻1丁目,10月14日,,35.70693,139.928883,,,店舗内,(047)376-6656,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川総合病院前店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｿｳｺﾞｳﾋﾞｮｳｲﾝﾏｴﾃﾝ,,,,千葉県市川市菅野6丁目1-6,千葉県,市川市,菅野6丁目,1月6日,,35.732562,139.920822,,,店舗内,(047)323-7707,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川堀之内店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾎﾘﾉｳﾁﾃﾝ,,,,千葉県市川市堀之内3丁目25-13,千葉県,市川市,堀之内3丁目,25-13,,35.76358861,139.9127983,,,店舗内,(047)373-0071,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川新田二丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｼﾝﾃﾞﾝﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市新田2丁目15-6,千葉県,市川市,新田2丁目,6月15日,,35.725345,139.914604,,,店舗内,(047)314-2050,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン八幡店,ｾﾌﾞﾝｲﾚﾌﾞﾝﾔﾜﾀﾃﾝ,,,,千葉県市川市八幡2丁目3-22,千葉県,市川市,八幡2丁目,3月22日,,35.723013,139.929308,,,店舗内,(047)335-3651,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン南八幡店,ｾﾌﾞﾝｲﾚﾌﾞﾝﾐﾅﾐﾔﾜﾀﾃﾝ,,,,千葉県市川市南八幡1丁目10-1,千葉県,市川市,南八幡1丁目,10月1日,,35.71787,139.9297,,,店舗内,(047)377-2795,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン東菅野店,ｾﾌﾞﾝｲﾚﾌﾞﾝﾋｶﾞｼｽｶﾞﾉﾃﾝ,,,,千葉県市川市東菅野3丁目1-11,千葉県,市川市,東菅野3丁目,1月11日,,35.7314977,139.9303782,,,店舗内,(047)333-2863,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川北方町四丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾎﾞｯｹﾏﾁﾖﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市北方町4丁目1336-12,千葉県,市川市,北方町4丁目,1336-12,,35.731511,139.944565,,,店舗内,(047)339-2477,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川八幡三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾔﾜﾀｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市八幡3丁目3-2,千葉県,市川市,八幡3丁目,3月2日,,35.72296075,139.9277611,,,店舗内,(047)324-1219,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川行徳駅前一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｷﾞｮｳﾄｸｴｷﾏｴｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市行徳駅前1丁目20-2,千葉県,市川市,行徳駅前1丁目,2月20日,,35.684549,139.915144,,,店舗内,(047)399-2227,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川曽谷店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｿﾔﾃﾝ,,,,千葉県市川市曽谷6丁目26-15,千葉県,市川市,曽谷6丁目,26-15,,35.744217,139.92678,,,店舗内,(047)320-8290,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川大洲店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｵｵｽﾃﾝ,,,,千葉県市川市大洲3丁目10-13,千葉県,市川市,大洲3丁目,10月13日,,35.72058,139.907421,,,店舗内,(047)379-5110,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川柏井町三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｶｼﾜｲﾏﾁｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市柏井町3丁目673-3,千葉県,市川市,柏井町3丁目,673-3,,35.742828,139.964046,,,店舗内,(047)303-0107,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川南三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐﾅﾐｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川南3丁目3-22,千葉県,市川市,市川南3丁目,3月22日,,35.729483,139.904083,,,店舗内,(047)326-2535,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川中山店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾅｶﾔﾏﾃﾝ,,,,千葉県市川市北方町4丁目1894-1,千葉県,市川市,北方町4丁目,1894-1,,35.73163453,139.9608457,,,店舗内,(047)338-1371,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川鬼高一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｵﾆﾀｶｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市鬼高1丁目14-11,千葉県,市川市,鬼高1丁目,11月14日,,35.71075667,139.933876,,,店舗内,(047)378-0223,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川本八幡駅南口店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾓﾄﾔﾜﾀｴｷﾐﾅﾐｸﾞﾁﾃﾝ,,,,千葉県市川市南八幡3丁目6-18,千葉県,市川市,南八幡3丁目,6月18日,,35.71975844,139.9270869,,,店舗内,(047)370-8655,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川南一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐﾅﾐｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川南1丁目3-7,千葉県,市川市,市川南1丁目,3月7日,,35.72598788,139.9078368,,,店舗内,(047)322-7613,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川南二丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐﾅﾐﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川南2丁目7-15,千葉県,市川市,市川南2丁目,7月15日,,35.72460404,139.9031,,,店舗内,(047)325-1977,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川本塩店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾎﾝｼｵﾃﾝ,,,,千葉県市川市本塩17-9,千葉県,市川市,本塩,9月17日,,35.68951169,139.920996,,,店舗内,(047)356-4304,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川高谷一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｺｳﾔｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市高谷1丁目12-19,千葉県,市川市,高谷1丁目,12月19日,,35.699025,139.941802,,,店舗内,(047)327-0311,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川高谷三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｺｳﾔｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市高谷3丁目13-16,千葉県,市川市,高谷3丁目,13-16,,35.695511,139.941811,,,店舗内,(047)327-8808,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川塩焼一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｼｵﾔｷｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市塩焼1丁目2-1,千葉県,市川市,塩焼1丁目,2月1日,,35.6890947,139.9269539,,,店舗内,(047)704-8421,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川中国分三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾅｶｺｸﾌﾞﾝｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市中国分3丁目1-15,千葉県,市川市,中国分3丁目,1月15日,,35.75124661,139.9112767,,,店舗内,(047)372-6646,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川行徳店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｷﾞｮｳﾄｸﾃﾝ,,,,千葉県市川市福栄1丁目10,千葉県,市川市,福栄1丁目,10,,35.67605677,139.91012,,,店舗内,(047)395-5099,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川平田三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾋﾗﾀｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市平田3丁目4-3,千葉県,市川市,平田3丁目,4月3日,,35.72169681,139.9217199,,,店舗内,(047)378-2500,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川大町梨街道店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｵｵﾏﾁﾅｼｶｲﾄﾞｳﾃﾝ,,,,千葉県市川市大町53,千葉県,市川市,大町,53,,35.7666659,139.9559058,,,店舗内,(047)339-3474,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川1丁目12-9,千葉県,市川市,市川1丁目,12月9日,,35.73091,139.906903,,,店舗内,(047)324-6020,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川平田一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾋﾗﾀｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市平田1丁目18-14,千葉県,市川市,平田1丁目,18-14,,35.72560609,139.9199161,,,店舗内,(047)322-6083,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川末広一丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｽｴﾋﾛｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市末広1丁目17-9,千葉県,市川市,末広1丁目,9月17日,,35.68415444,139.918037,,,店舗内,(047)397-5007,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川大野店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｵｵﾉﾃﾝ,,,,千葉県市川市南大野1丁目44-5,千葉県,市川市,南大野1丁目,May-44,,35.74043995,139.9528038,,,店舗内,(047)337-2753,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川新井三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｱﾗｲｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市新井3丁目2-9,千葉県,市川市,新井3丁目,2月9日,,35.67372213,139.8983272,,,店舗内,(047)395-5755,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川原木インター店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾊﾞﾗｷｲﾝﾀｰﾃﾝ,,,,千葉県市川市二俣595-3,千葉県,市川市,二俣,595-3,,35.70005433,139.9587923,,,店舗内,(047)327-0558,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
